PERIODO,ESTU_CONSECUTIVO,ESTU_TIPODOCUMENTO,ESTU_PAIS_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_MCPIO_RESIDE,ESTU_CODDANE_COLE_TERMINO,ESTU_COD_COLE_MCPIO_TERMINO,ESTU_COD_DEPTO_PRESENTACION,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,INST_CARACTER_ACADEMICO,ESTU_NUCLEO_PREGRADO,ESTU_INST_DEPARTAMENTO,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,ESTU_PRGM_ACADEMICO,ESTU_PRGM_DEPARTAMENTO,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_HORASSEMANATRABAJA,ESTU_SNIES_PRGMACADEMICO,ESTU_PRIVADO_LIBERTAD,ESTU_NACIONALIDAD,ESTU_ESTUDIANTE,ESTU_GENERO,ESTU_COLE_TERMINO,ESTU_PAGOMATRICULAPADRES,ESTU_ESTADOINVESTIGACION,ESTU_FECHANACIMIENTO,ESTU_PAGOMATRICULAPROPIO,ESTU_TIPODOCUMENTOSB11,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,MOD_INGLES_DESEM,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT
20203,EK202030180866,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001002895,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Menos de 500 mil,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 11 y 20 horas,5243,N,COLOMBIA,ESTUDIANTE,M,INST EDUC FRANCISCO ANTONIO ZEA,Si,PUBLICAR,15/02/1997,Si,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 5,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,165,133,2,A2,123,149,129
20212,EK202120086119,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001005347,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,,3801,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA TULIO OSPINA,No,PUBLICAR,03/05/1995,No,CC,No Aplica,,,Estrato 3,,Si,Técnica o tecnológica incompleta,OFICIAL DEPARTAMENTAL,106,126,2,A2,160,132,108
20212,EK202120096191,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001013340,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 11 y 20 horas,3689,N,COLOMBIA,ESTUDIANTE,F,INST EDUC INEM JOSE FELIX DE RESTREPO,Si,PUBLICAR,16/02/1996,No,TI,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,161,175,3,A2,137,143,142
20212,EK202120119761,CC,COLOMBIA,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,No,Si,0,2540,N,COLOMBIA,ESTUDIANTE,F,,No,PUBLICAR,09/10/1998,No,,Secundaria (Bachillerato) completa,No,Si,Estrato 2,No,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,110,0,,A2,123,141,103
20212,EK202120073875,CC,COLOMBIA,05,ANTIOQUIA,05631,SABANETA,105631000084,05631,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,F,I. E. JOSE FELIX DE RESTREPO VELEZ,No,PUBLICAR,11/08/1979,Si,TI,Primaria completa,Si,Si,Estrato 4,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,180,131,2,A2,175,147,166
20212,EK202120087299,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105001000108,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05088,BELLO,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA CENTRO FORMATIVO DE ANTIOQUIA - CEFA,No,PUBLICAR,21/11/1993,Si,CC,Secundaria (Bachillerato) incompleta,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,140,181,3,A2,145,162,169
20183,EK201830017595,CC,COLOMBIA,05,ANTIOQUIA,05615,RIONEGRO,105615000473,05615,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05615,RIONEGRO,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA JOSEFINA  MUÑOZ GONZALEZ,No,PUBLICAR,22/10/1989,Si,CC,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,102,96,1,-A1,101,118,102
20183,EK201830155422,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001002119,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 11 y 20 horas,3347,N,COLOMBIA,ESTUDIANTE,F,INST EDUC MARCO FIDEL SUAREZ,No,PUBLICAR,30/10/1990,Si,TI,Primaria completa,Si,Si,Estrato 5,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,164,181,3,A2,139,158,102
20183,EK201830148532,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001001155,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,Si,Menos de 10 horas,3801,N,COLOMBIA,ESTUDIANTE,M,INST EDUC SAN JUAN BAUTISTA DE LA SALLE,No,PUBLICAR,25/08/1994,No,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,175,174,3,A2,168,154,108
20183,EK201830015697,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305088000256,05088,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",ANTIOQUIA,05001,MEDELLÍN,PROFESIONAL EN DEPORTE,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,Si,Entre 21 y 30 horas,3729,N,COLOMBIA,ESTUDIANTE,F,COL LA SALLE,No,PUBLICAR,14/04/1987,Si,TI,Técnica o tecnológica completa,Si,Si,Estrato 4,Si,Si,Técnica o tecnológica incompleta,OFICIAL DEPARTAMENTAL,118,152,3,A2,106,152,129
20183,EK201830101509,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305686000481,05686,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,Si,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,F,COLEGIO TECNICO NUESTRA SEÑORA DE LAS MISERICORDIAS,No,PUBLICAR,04/05/1993,Si,TI,No Aplica,No,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,168,135,2,A1,150,123,148
20195,EK201950292582,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105031001516,05031,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 21 y 30 horas,3348,N,COLOMBIA,ESTUDIANTE,M,9153,Si,PUBLICAR,13/02/1997,No,TI,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,OFICIAL DEPARTAMENTAL,193,182,3,B1,196,186,195
20195,EK201950340875,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105088001750,05088,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05088,BELLO,Si,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,M,4868,No,PUBLICAR,07/01/1996,Si,TI,Primaria incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,189,91,1,B2,146,205,86
20195,EK201950192600,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001006980,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",ANTIOQUIA,05001,MEDELLÍN,PROFESIONAL EN DEPORTE,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,3729,N,COLOMBIA,ESTUDIANTE,M,18169,No,PUBLICAR,12/10/1987,Si,TI,Primaria completa,Si,Si,Estrato 4,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,147,178,3,-A1,86,112,144
20195,EK201950251754,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001010588,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,M,117740,No,PUBLICAR,27/04/1979,Si,TI,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,154,147,2,A1,151,138,187
20195,EK201950172599,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05631,SABANETA,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,M,,No,PUBLICAR,10/12/1991,Si,TI,Primaria incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,164,133,2,A1,119,130,155
20195,EK201950209047,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305001018839,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 11 y 20 horas,3689,N,COLOMBIA,ESTUDIANTE,M,8587,Si,PUBLICAR,18/09/1997,No,TI,Educación profesional incompleta,Si,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,211,147,2,B1,184,188,191
20195,EK201950292986,CC,COLOMBIA,05,ANTIOQUIA,05376,LA CEJA,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05615,RIONEGRO,No,No,Entre 11 y 20 horas,3689,N,COLOMBIA,ESTUDIANTE,F,,No,PUBLICAR,31/12/1976,Si,CC,Primaria incompleta,Si,Si,Estrato 3,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,149,138,2,A2,115,152,126
20203,EK202030266140,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,305001007861,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,55167,N,COLOMBIA,ESTUDIANTE,M,GIMN GUAYACANES,No,PUBLICAR,26/03/1993,Si,,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,141,183,3,A2,121,166,150
20203,EK202030341875,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001013340,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Menos de 500 mil,BOGOTÁ,11001,BOGOTÁ D.C.,No,Si,0,5243,N,COLOMBIA,ESTUDIANTE,M,INST EDUC INEM JOSE FELIX DE RESTREPO,Si,PUBLICAR,14/07/1997,No,CC,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,163,136,2,A2,143,150,126
20203,EK202030227567,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,205212000061,05212,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,M,I. E. R. GRANJAS INFANTILES,No,PUBLICAR,22/03/1980,Si,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,165,186,4,A2,156,160,187
20203,EK202030117296,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001009695,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,Si,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,F,INST EDUC SAN JUAN BOSCO,Si,PUBLICAR,03/10/1998,Si,TI,Técnica o tecnológica completa,No,Si,Estrato 5,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,159,0,,A1,151,145,213
20212,EK202120073114,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001003450,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,F,INST EDUC ROSALIA SUAREZ,Si,PUBLICAR,04/09/1996,Si,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 4,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,94,132,2,A2,116,154,101
20212,EK202120155380,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,105360001055,05360,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Más de 30 horas,55167,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS,No,PUBLICAR,03/10/2000,No,CC,Técnica o tecnológica completa,No,No,Estrato 3,Si,No,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,118,0,,B2,149,210,117
20212,EK202120102722,CC,COLOMBIA,05,ANTIOQUIA,05129,CALDAS,305129000002,05129,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN INSTRUMENTACION Y CONTROL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05129,CALDAS,No,No,0,2541,N,COLOMBIA,ESTUDIANTE,M,COLEGIO TERCER MILENIO,Si,PUBLICAR,04/11/1995,No,TI,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,156,129,2,A2,143,148,161
20212,EK202120119263,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,,3801,N,COLOMBIA,ESTUDIANTE,F,,Si,PUBLICAR,10/09/1991,Si,TI,Primaria incompleta,,,Estrato 2,,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,166,164,3,A2,172,127,121
20212,EK202120105779,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,305360001071,05360,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA COLEGIO EL CARPINELO,Si,PUBLICAR,27/03/1996,No,TI,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional incompleta,OFICIAL DEPARTAMENTAL,174,108,1,A2,143,164,162
20183,EK201830042780,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,Si,No,Menos de 10 horas,3801,N,COLOMBIA,ESTUDIANTE,M,,No,PUBLICAR,28/12/1990,Si,TI,Ninguno,No,No,Estrato 2,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,121,170,3,-A1,122,86,124
20183,EK201830151719,CC,COLOMBIA,76,VALLE,76147,CARTAGO,,,76,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,VALLE,76147,CARTAGO,No,No,Entre 21 y 30 horas,5243,N,COLOMBIA,ESTUDIANTE,M,,Si,PUBLICAR,22/08/1991,No,TI,,No,Si,,Si,No,,OFICIAL DEPARTAMENTAL,177,120,2,A1,127,130,132
20183,EK201830018166,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05088,BELLO,No,No,0,3347,N,COLOMBIA,ESTUDIANTE,F,,Si,PUBLICAR,24/11/1996,No,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,139,166,3,A1,172,145,157
